"自動実行","自動実行"
"リリー","Lily"
"シィナ","Shina"
"ライム","Lime"
"イベント実行","イベント実行"
"\n<リリー>・・・
ねぇ、恋ってしたことある？","\n<Lily>...
Hey, have you ever been in love?"
"\n<シィナ>はぁ？何言ってんにゃリリー。
乙女な質問が気持ちわりーにゃ。","\n<Shina>Huh? What are you saying, Lily?
You're talking like a little girl, nya."
"\n<ライム>恋？
恋って何？","\n<Lime>Love?
What is love?"
"\n<シィナ>分裂して増えるやつには分からんにゃ。","\n<Shina>You wouldn't get it. You reproduce by dividing your body."
"\n<リリー>そういうこと言うのやめなさいよ。","\n<Lily>Don't be mean."
"\n<リリー>私もよく分からないんだけど、
恋をするとセックスが凄く気持ちよくなるらしいのよ。
本に書いてあったわ。","\n<Lily>I'm not really sure myself.
They say sex feels so much better when you're in love.
I read it in a book."
"\n<シィナ>マジで？
・・・
それならしてみたいにゃぁ・・・","\n<Shina>Are you serious?
...
I want to try it in that case, nyaa..."
"\n<ライム>恋ってえっちが気持ちよくなるってことなの？","\n<Lime>Does love really make sex feel good?"
"\n<シィナ>恋って言うのは誰かを好きになるってことにゃ。
普通の好きじゃないにゃ。
『好きのもっと上の好き』のことにゃ。","\n<Shina>When they say love, they're talking about falling in
love with somebody. It's not the way you normally like someone.
Love is a feeling way beyond liking somebody."
"\n<ライム>じゃあ私、リリーとシィナに恋してるってこと？","\n<Lime>So I'm in love with Lily and Shina?"
"\n<リリー>違うわよ。
痒くなるからやめなさいよねそういうの。","\n<Lily>No, that's not it.
Don't say that again. You're making my skin crawl."
"\n<ライム>でも好きだよ。もっと上はないよ？","\n<Lime>But I love you. Are you talking about something else?"
"\n<シィナ>どしたんにゃお前。
今日はめちゃめちゃデレて来るにゃん。
アタシが溶けるわ。","\n<Shina>What are you saying, nyaa?
You guys are driving me crazy today.
I feel like I'm gonna barf."
"\n<ライム>・・・？","\n<Lime>...?"
"\n<リリー>恋の好きは多分、違う種類の好きなのよ。
例えば、『ピザを好き』なのと
『私たちを好き』の『好き』は違うでしょ？","\n<Lily>'Like' and 'love' are different. There's differnet kinds of love.
For example, you 'love pizza', and you 'love us',
but those are two different kinds of 'love', right?"
"\n<ライム>同じだよ？","\n<Lime>They're the same kind of love?"
"\n<リリー>えっ？","\n<Lily>Eh?"
"\n<リリー>同じなの？","\n<Lily>The same kind of love?"
"\n<ライム>えっ？","\n<Lime>Eh?"
"\n<シィナ>えっ？","\n<Shina>Eh?"
"\n<シィナ>あ、そういえば・・・
あの捕まえてた人間、
ボコって森に捨てて来たにゃん。","\n<Shina>Oh, by the way...
You know that human you captured?
I tossed him back into the forest, nyan."
