"リリーイベ","リリーイベ"
"シィナ","Shina"
"ライムイベ","ライムイベ"
"イベント実行","Event Action"
"\n<ライム>・\.・\.・","\n<Lime>.\..\.."
"\n<リリー>いいじゃない。
似合ってる似合ってる。
素敵よ。","\n<Lily>Oh, that's nice.
It really suits you.
I'm loving this."
"\n<シィナ>スライムが帽子被ってんの！
前代未聞にゃ！
うけるにゃ♥","\n<Shina>For the first time in recorded history,
a slime is wearing a hat, nya!
What a momentous occasion, nya♥"
"\n<リリー>あんた、直射日光浴びると溶けるでしょ。
それ被ってれば多少はマシなんじゃない？","\n<Lily>Seeing as you'll dissolve in direct sunlight,
we thought wearing something would help, no?"
"\n<ライム>本当に貰ってもいいの・・・？","\n<Lime>Are you really giving this to me...?"
"\n<シィナ>靴も履いた方がいいにゃん。
砂が混じるし。にゃははは！
全裸に帽子と靴だけの変態スライムにゃ！","\n<Shina>You should wear some shoes too, nya.
Work that nude beach look. Nyahahaha! A pervy buck
naked slime wearing only shoes and a hat, nya!"
"\n<リリー>からかってるけど
帽子あげようって言い出したのシィナだから。","\n<Lily>Jokes aside,
it was Shina's idea to get you a hat."
"\n<シィナ>はぁ？
知らんし。やめろにゃ。","\n<Shina>Huh?
N-no I didn't. Stop it, nya."
"\n<ライム>・・・♥
ありがとー♥
嬉しいー♥","\n<Lime>...♥
Thank you-♥
I'm so happy-♥"
"\n<リリー>良かったわねシィナ。
喜んでもらえて。
わざわざアーコに頼んだ甲斐があったわね。","\n<Lily>Great work, Shina.
You really made her happy. I'm glad you went
out of your way to ask Ako for this."
"\n<シィナ>知らんし。
落ちてたにゃん。
落ちてたから拾っただけだし。","\n<Shina>That's not right.
It was on the ground, nyan.
I saw it on the ground, so I picked it up."
"\n<リリー>くくく♥
素直じゃないんだから。","\n<Lily>Kukuku♥
You're telling lies, Shina."
"\n<ライム>宝物にする！！
ありがとシィナ！リリー！","\n<Lime>I'll treasure it forever!!
Thank you so much, Shina! Lily-!"
"\n<シィナ>まぁ・・・
大事にしろにゃ。
恩に着ろ。","\n<Shina>Anyway...
Take good care of it, nya.
You owe me."
"\n<ライム>帽子♥帽子♥
ふふん♥
もうこれ脱がないもんねー♥","\n<Lime>My own hat♥ My own hat♥
Fufuuu♥
I'm never, ever taking this off♥"
"\n<リリー>くすくす♥","\n<Lily>Hee hee♥"
"\n<ライム>いい天気だね！
お日様ってあんまり好きじゃなかったけど・・・
ふふん♥今は晴れた日も好きー♥","\n<Lime>Such lovely weather!
I never used to like the sun, but...
Fufu♥ I like sunny days now-♥"
"\n<シィナ>ごろごろ・・・","\n<Shina>Purrrrrr..."
"\n<リリー>いい天気なのは今だけよ。
うろこ雲が見えるわ。
雨が降るわね。","\n<Lily>It won't be nice for much longer.
I can see cirrocumulus clouds.
It's going to rain."
"\n<ライム>うろこ雲？
雲の形で雨が分かるのー？","\n<Lime>Cirrocumulus?
Can you tell if there's rain by the shape of the cloud?"
"\n<リリー>そう。うろこ状の雲はやがて
もこもこのひつじ雲になって
雨雲に変わるの。","\n<Lily>Correct. The scaly cirrocumulus clouds
will become fluffy altocumulus clouds,
and those will become rain clouds."
"\n<シィナ>お前ってクソどーでもいいこと知ってるにゃ。","\n<Shina>You sound like a freakin' nerd, you know."
"\n<リリー>どうでもよくなんてないわよ。
知識は力。
知ってて損することなんてないの。","\n<Lily>I don't care.
Knowledge is power.
It never hurts to learn something new."
"\n<ライム>なるほどなー。
私も本読んで勉強しよー♥","\n<Lime>I see-.
I'm going to study some books-♥"
"\n<シィナ>ノーミソにはキャパがあるにゃん。
無駄知識で埋めたら必要なことが覚えられんにゃ。","\n<Shina>My brain's filled to capacity, nyan.
If I fill my head with useless things, I won't be able \nto remember anything important."
"\n<シィナ>その場その場での直感。
それがアタシがノラ時代に学んだ生き方にゃん。","\n<Shina>It's all about instinct in the heat of the moment.
That's what I learned when I lived as a stray, nyan."
"\n<リリー>あんたのキャパが少なすぎるだけでしょ。","\n<Lily>Your brain is just too tiny."
"\n<シィナ>くんくん・・・
アタシは雨が降らない方に賭けるにゃ。","\n<Shina>Sniff sniff...
I bet that it's not going to rain, nya."
"\n<リリー>言ったわね。
負けた方は罰ゲームよ。
ライム、決めて。","\n<Lily>You're on.
Loser gets punished.
Lime, you pick."
"\n<ライム>じゃー、スクワット100回！","\n<Lime>Alright. 100 squats then!"
"雨は降らなかった・・・","It didn't rain..."
"\n<リリー>なんでよ！！
ふっ！！ふっ！！
クソッ！！","\n<Lily>Aw, why me!!
Huaah!! Huaah!!
Dammit!!"
"\n<ライム>あと70回だよ！頑張って！","\n<Lime>Just 70 more! You can do it!"
