"自動実行","自動実行"
"イベント実行","Event Action"
"\n<？？？>うじゅるうじゅる・・・","\n<？？？>Sluurk sluurk..."
"\n<シィナ>何にゃこれ一体・・・","\n<Shina>What the hell is that..."
"\n<リリー>あんたが吐いたタンかと思ってたわ。","\n<Lily>I thought it was a hairball you threw up."
"\n<シィナ>こんな量のタン吐いたらシンプルに死ぬにゃん。","\n<Shina>If you puked that much, you'd be dead-nyan."
"\n<シィナ>なんかうねうねと・・・
コイツ、生き物にゃ？","\n<Shina>Is this squishy little thing...
Is it alive-nya?"
"\n<リリー>よく見るとコレ、スラミーじゃない。
スライム状の魔物よ。","\n<Lily>On closer inspection, it's not a pile of gunk.
It's a slime monster."
"\n<リリー>スラミーの生息地はダンデリオ周辺だったはず。
どうしてこんなところに居るのかしら。","\n<Lily>Slimes generally live in the outskirts of Dandelion.
What's one doing in a place like this?"
"\n<シィナ>これが魔物にゃ・・・？
どことなく弱っているように見えるにゃ。
分からんけど。","\n<Shina>This thing is a monster...?
It looks pretty weak-nya.
I don't know, though."
"\n<リリー>うーん・・・
このままだと死ぬわね。
魔力が少なくなって、身体が崩れかけてるわ。","\n<Lily>Hmmm...
It's on the verge of dying.
It's got very little magic left, and its body is falling apart.
"
"\n<シィナ>なんかちょっと可哀想にゃん・・・
どうするにゃ？","\n<Shina>I actually feel a little sorry for it-nyan...
What should we do-nya?"
"\n<リリー>どうするって・・・","\n<Lily>What indeed..."
"\n<？？？>私お腹空いて・・・喉も乾くし・・・
ごくり。ぱくぱく。
身体も・・・溶けてむしゃむしゃ。","\n<？？？>So hungry... So thirsty...
Nom nom. Gulp.
My body... Almost melted away. Munch."
"\n<？？？>あー！もう死ぬかと思ったー！
ほんとにありがとー！
もぐもぐむしゃむしゃ！","\n<？？？>Ah-! I thought I was about to die-!
Thank you so very much-!
Nom nom. Munch munch."
"\n<リリー>どういたしまして。
（つい勢いで淫魔化させてしまった・・・）","\n<Lily>My pleasure.
(I accidentally turned her into a succubus...)"
"\n<シィナ>リリー、このタンどうするにゃ？","\n<Shina>Lily, what are we going to do with this blob-nya?"
"\n<リリー>今更ティッシュに包んで捨てるわけにもいかないでしょ。","\n<Lily>We can't just wad her up in a napkin and throw here away now."
"\n<シィナ>お前、名前はなんてーにゃ？","\n<Shina>Hey, what's your name-nya?"
"\n<？？？>もぐもぐ・・・
名前？
分からない。多分ないと思うよー？","\n<？？？>Munch...
Name?
I don't know. What do you think it should be-?"
"\n<シィナ>じゃあタンコロにゃ。タンコロ。","\n<Shina>How about Booger then-nya. You're Booger."
"\n<タンコロ>え？いいよ！
名前貰っていいの？やったー！","\n<Booger>Huh? Really?
A name for me? Amazing!"
"\n<タンコロ>嬉しいなー♥
タンコロ♥タンコロ♥","\n<Booger>How wonderful-♥
Booger♥ Booger♥"
"\n<リリー>やめなさいよ。
えーっと、スライムだから・・・
ライムでどう？","\n<Lily>Cut that out.
Um, well, since you're a slime...
How about Lime?"
"\n<シィナ>お前も大概適当にゃん。","\n<Shina>That's probably better-nyan."
"\n<ライム>ライム？
うん！いいと思う！ありがとー！
タンコロは？","\n<Lime>Lime?
Yes! That sounds great! Thank you-!
But what about Booger?"
"\n<リリー>タンコロは忘れて。","\n<Lily>Just forget about Booger."
"\n<ライム>ライムかぁ・・・
ふふ・・・♥
名前を貰うなんて、考えたことなかったなー♥","\n<Lime>Lime, huh...
Fufu...♥
I never thought I'd be given a name-♥"
"\n<リリー>私はリリー。
そしてこの猫はタンカス。
よろしくね。ライム。","\n<Lily>My name is Lily.
The cat here is Shina.
It's nice to meet you, Lime."
"\n<ライム>ふんふ～ん♪","\n<Lime>Do do doo♪"
"\n<シィナ>お前すっかり料理にハマったにゃぁ。","\n<Shina>You're completely obsessed with cooking-nya."
"\n<ライム>うん。レシピの本を見つけたのー。
人間って凄いんだよ！
美味しい物を作る方法をたくさん考えてるの。","\n<Lime>Yup. That's because I found a cook book.
Now I've got so many ideas about how to make delicious food.
"
"\n<シィナ>ほーん・・・","\n<Shina>Really..."
"\n<シィナ>まぁ、味とかどーでもいいから
捕まえた人間が飢え死にしないように
食えるもん用意するにゃー。","\n<Shina>Who cares anyway? It's not like the taste matters.
All you need to do is make something edible so the
captive humans don't die of starvation-nya-."
"\n<ライム>どうでも良くないよ。
味も、栄養もしっかり考えて作らないと。
いっぱい食べて元気な精液いっぱい出して貰わなきゃ！","\n<Lime>It matters very much actually. I have to consider
the taste and nutritional value. That way, they'll eat a lot, and
then I can get even more tasty semen!"
"\n<シィナ>お前ちょっと太ったにゃ？","\n<Shina>...have you put on weight recently-nya?"
"\n<ライム>何なのいきなり！","\n<Lime>T-That is so out of the blue!"
"\n<シィナ>ここに来た時はもっとすっきりしてたにゃ。
今はお腹ぽっこりにゃん。","\n<Shina>You were really shapely when you first got here-nya.
But now you've got this bulging belly-nyan."
"\n<ライム>あの時は死ぬほど腹ペコだったからしょうがないよ。
今が普通ですー。
味見して。","\n<Lime>I was on the verge of starvation back then.
This is my normal body type-.
Taste this."
"\n<シィナ>美味いにゃん。","\n<Shina>...It's yummy-nya."
"\n<ライム>ふふん♥","\n<Lime>Hmmhm♥"
"ライム","Lime"
"シィナ","Shina"
"リリー","Lily"
"パイ","Pie"
"ピザ","Pizza"
"ケーキ","Cake"
