"自動実行","自動実行"
"シィナ","Shina"
"ライム","Lime"
"リリー","Lily"
"イベント","イベント"
"\n<リリー>あ""ー気持ちい♥
やっぱり汗かいたらお風呂よねー。","\n<Lily>Ahh, that's so nice♥
Nothing like a bath when you're feeling sweaty."
"\n<シィナ>にゃぁ～にゃは～ん♪
にゃにゃにゃ～にゃ～♪","\n<Shina>Nyaa～ Nyahaa～nn♪
Nya nya nya～ Nyaaa～♪"
"\n<ライム>右手で本をめくりながら・・・","\n<Lime>Flip the page with my right hand..."
"\n<ライム>左手でピッツァを取り・・・","\n<Lime>Pick up the pizza with my left hand..."
"\n<ライム>食べる！！","\n<Lime>Take a bite!!"
"\n<ライム>もぐもぐ・・・","\n<Lime>Nom nom..."
"\n<シィナ>お前まじ風呂ん中で
飯食うなって言ったよにゃ？
汚ぇーんにゃ！","\n<Shina>Didn't I tell you not to eat
in the bath-nya?
It's disgusting-nya!"
"\n<ライム>いいじゃんここ私の部屋なんだしー・・・
じゃあタバコも止めてよー。","\n<Lime>It's fine. This is my room after all...
Which reminds me. No smoking in my room."
"\n<シィナ>ちっ。水属性が。
調子乗んにゃ。","\n<Shina>Tsk. You're a water type.
You're in your element. Lighten up-nya."
"\n<ライム>わぷっ！！
ちょっと！やめてよー！","\n<Lime>Phwaaah!!
What are you doing! Cut it out-!"
"\n<リリー>はぁ～・・・
あんたら、お風呂ぐらい普通に入れないの？","\n<Lily>Haah~...
You guys... can't we ever have a normal bath?"
"\n<シィナ>にゃらにゃ～♪
にゃらにゃらにゃにゃ～ん♪","\n<Shina>Nyaa nya~♪
Nyaa nyaa nyaaa~n♪"
"\n<ライム>あーピザおいし♥","\n<Lime>Ahh, yummy pizza♥"
"\n<シィナ>ざぶーんにゃ！","\n<Shina>Cannonballlll-nya!"
"\n<リリー>ちょっと！
かかったじゃない！
飛び込まないでよバカ！","\n<Lily>Hey!
You splashed me!
Don't jump in the bath, you moron!"
"\n<シィナ>は？
今アタシのことバカって言ったにゃ？","\n<Shina> Huh?
Did you just call me a moron-nya?"
"\n<リリー>お風呂ぐらい静かに入りなさいよね。
ガキじゃないんだから。","\n<Lily>Can't you just take a normal, quiet bath?
You're not a child."
"\n<シィナ>ガキって言ったにゃ。","\n<Shina>Now you just called me a child-nya."
"\n<リリー>・・・","\n<Lily>..."
"\n<シィナ>に""ゃっ！！火消えたにゃ！","\n<Shina>Meooooow!! You put out my cigarette-nya!"
"\n<リリー>このクソ猫！","\n<Lily>You mangy cat!"
"\n<シィナ>クソって言ったにゃ！！","\n<Shina>Who're you calling a mangy cat-nya!!"
"\n<ライム>ふんふん・・・
鍋にシロップ用の砂糖と水を入れて・・・
ホイップクリームを絞って・・・","\n<Lime>Hmmhmm...
Mix sugar and water in the pot to make syrup...
Squeeze out the whipped cream..."
"\n<ライム>おいしそー♥
お風呂あがったら作ろー♥","\n<Lime>How delicious-♥
I'm going to make this once I'm out of the bath-♥"
"\n<リリー>んお""ー♥お風呂最高♥
これだけでこの屋敷を奪った価値あるわー。
もうちょっと温度上げていい？","\n<Lily>Haaaaaah-♥ Baths are the greatest♥
It was worth it to take over the mansion just for this-.
Mind if I raise the temperature a bit more?"
"\n<ライム>あんまり熱くすると溶けちゃうから
ほどほどにしてねー。","\n<Lime>Not too much. If it's too hot,
I could melt-."
"\n<リリー>・・・ん？","\n<Lily>...Hmm?"
"\n<シィナ>・・・","\n<Shina>..."
"\n<リリー>あんたなんて顔してんのよ・・・
どこ見てんの。","\n<Lily>What's that look on your face...
What are you looking at?"
"\n<リリー>シィナ？","\n<Lily>Shina?"
"\n<シィナ>んにゃ・・・
なんか・・・
見られてる感じするにゃん。","\n<Shina>Nyaaa...
For some reason...
I feel like I'm being watched-nyan."
"\n<リリー>・・・！
あんたもそう思う？","\n<Lily>...!
So you feel it too?"
"\n<ライム>えっ？えっ？ふたりも・・・？
実は私も何だか・・・
視線を感じることが・・・","\n<Lime>Eh? Eh? Both of you...?
Now that you mention it...
I can feel somebody's gaze..."
"\n<リリー>超ニブいライムまで・・・
何かいるのかしら。","\n<Lily>Even dull little Lime can sense it...
Just what is going on."
"\n<シィナ>たまーに変な感じする。
気のせいのようにゃ、そうじゃにゃいようにゃ。","\n<Shina>I get this feeling sometimes.
It could be my imagination, but I doubt it-nya."
"\n<ライム>お化けかなー？やだー！","\n<Lime>Could it be a ghost-? Eep-!"
"\n<シィナ>違うにゃん。
お化けなら見えるし。","\n<Shina>That can't be it-nyan.
If it were a ghost, I could see it."
"\n<リリー>は？あんたお化け見えるの？","\n<Lily>Huh? You can really see ghosts?"
"\n<シィナ>見えるし。","\n<Shina>I see ghosts."
"\n<ライム>あっ、猫が何もない空間を見つめてるのって
そういう・・・","\n<Lime>Ah, so like when a cat sometimes stares at
an empty corner..."
"\n<リリー>お化けじゃないなら何なのよ・・・
逆に寒気がして来たわ。","\n<Lily>So if it's not a ghost, then what could it be...
I'm getting chills down my spine."
"\n<ライム>リリー！温度上げよう！","\n<Lime>Lily! Turn up the heat!"
