"EV001","EV001"
"生体実験室と描かれている。
この部屋にみんなが・・・","This must be the research lab.
Everybody is in this room..."
"\n<リリー>さぁ、行くわよ。
私たちを舐めたむくいを受けさせてやるわ。","\n<Lily>Let's go then.
They'll pay dearly for underestimating us."
"\n<？？？>待ちなさい！","\n<？？？>Hold it right there!"
"\n<ウィッチラミア>e ranu kas iih c
e mi jih ca da rak・・・","\n<Witch Lamia>e ranu kas iih c
e mi jih ca da rak・・・"
"\n<ウィッチラミア>ふいうちミニマム！","\n<Witch Lamia>Minimize surprise!"
"身体が縮んでいく・・・！","Your body is shrinking...!"
"\n<リリー>しまった・・・！
\n[1]！逃げるわよ！","\n<Lily>Damn...!
\n[1]! Run for it!"
"\n<とら>あっ！待て！ばかばか！ちび！","\n<Tiger>Ah! Hold it! Stupid! Pipsqueak!"
"\n<オーク>ちっ！すばしっこいやつめ！","\n<Orc>Tsk! They're quick little buggers!"
"\n<マンティス>休憩室に逃げたわ。
追いましょう！","\n<Mantis>They've escaped to the lounge room.
Let's chase them!"
"\n<ウィッチラミア>ふふふ♥
さぁ、早い者勝ちよ♥
鼠狩りを始めましょう！","\n<Witch Lamia>Ufufu♥
First come, first served♥
Let the mouse hunt begin!"
"生態実験室だ・・・
準備は出来ているだろうか。","It's the research lab...
Are you prepared?"
"はい","Yes"
"いいえ","No"
"\n<リリー>\n[1]・・・
行きましょ。","\n<Lily>\n[1]...
Let's do this."
"\n<リリー>早くしなさいよ。
ひよってるワケじゃないわよね？","\n<Lily>Let's hurry.
This is what we're here for, isn't it?"
"EV002",""
"EV003",""
"休憩室","Lounge"
"EV004",""
"生体実験室","Ecology Research Lab"
"ウィッチラミア",""
"とら",""
"かまきり",""
"EV009",""
"\n<アーコ>すぐそこの部屋にみんなが捕まってるみたい。
私はこっそり行くから、\n[1]達はがっつり行こう！
正面から。","\n<Ako>Seems like they're all trapped in that room there.
I'm going to sneak out, you two can move forward.
Full steam ahead."
"\n<アーコ>ぐっどらっく！
びーけあほー！","\n<Ako>Good luck!
Be careful!"
"\n<リリー>・・・
行きましょ。","\n<Lily>...
Let's get going."
"アーコ",""
"EV011",""
"金属の箱で入口を塞いだ！
雑魚淫魔たちはこれで出て来られないはず。
今のうちにみんなを助けよう・・・！","Blocked the door with the metal box!
The minion succubi won't be able to get out now.
Time to save everybody...!"
"EV012",""
"金属製の箱だ。
下に紙きれのようなものが見える・・・
しかし、2人では動かせそうにない。","A metal box.
You can see a piece of paper underneath...
However, two people alone won't be able to move it."
"チョコレの実験記録
旗上げ","Chocolat's Lab Records
Raising the banner"
"読んでみる","Read"
"やめておく","Stop"
"EV013",""
"EV014",""
"休憩室のようだ。
ここには用はない。","A lounge.
You have no business here."
"EV015",""
