"イベント実行",""
"没イベント没イベント没イベント没イベント没イベント没イベント
没イベント没イベント没イベント没イベント没イベント没イベント
没イベント没イベント没イベント没イベント没イベント没イベント
没イベント没イベント没イベント没イベント没イベント没イベント",""
"\n<ライム>あうぅー・・・
ここはどこ？",""
"\n<シィナ>出せ！ぶっころすぞ！",""
"\n<アルス>何なんだ一体・・・",""
"\n<ロメリア>なんなの一体・・・",""
"MP_SET_MOVIE e26_Ta",""
"MP_SET_LOOP 20 on",""
"\n<ベルーチェ>手荒な真似をしてごめんなさい。
わたくしはベルーチェと申します。
当館のメイド長をしております。以後お見知りおきを。",""
"\n<ベルーチェ>単刀直入に申しますと、
\n[1]様が越えてはいけない領域を越えてしまったので
このような手段を取らせて頂きました。",""
"\n<アルス>越えてはならない・・・
どういうことだ？",""
"\n<ロメリア>あにきが・・・？
言ってる意味が分からない。",""
"\n<ベルーチェ>はぁ・・・・
リリーを倒して素直に帰っていれば良かったものを・・・
困ったことになりました。",""
"\n<シィナ>アタシらをどうする気にゃ！",""
"\n<ベルーチェ>まぁまぁ、
そんなに焦らないでくださいまし。",""
"\n<ベルーチェ>あなた方に紹介したい人がいます。
入っていらっしゃい。",""
"\n<？？？>・\.・\.・",""
"\n<ライム>誰？",""
"\n<？？？>・・・",""
"\n<ライム>ねぇ？
誰？",""
"\n<ライム>誰なの？
怖いよおッ！",""
"\n<ベルーチェ>誰だお前！
あっちへ行け！",""
"\n<ベルーチェ>チョコレ！おいでなさい。",""
"MP_SET_MOVIE チョコレ立ち絵アニメ",""
"\n<チョコレ>天才美少女科学者のDr.チョコレれす。
よろしくれす。",""
"\n<ライム>Dr.チョコレ？
（淫魔・・・？）",""
"\n<シィナ>バカみてぇな名前にゃ！",""
"\n<ベルーチェ>チョコレ。
皆さんに説明してあげて。",""
"\n<チョコレ>はいママ。",""
"\n<ベルーチェ>\}人前ではママって呼ばないで。",""
"\n<チョコレ>れは、簡潔に説明します。",""
"\n<チョコレ>リリー達、そしてハンター兄妹。
あなた達の行動は全て監視していました。
もちろん、脱出ゲームのことも知っています。",""
"\n<チョコレ>\n[1]が食べられようが、リリーが消滅しようが、
私達にとっては、どちらでも良かったのれすが・・・
ところがどっこい、ひとつ困ったことが起きたのれす。",""
"\n<チョコレ>リリー達の日記を読んだ\n[1]が
屋敷の秘密に気付いてしまった可能性がある。",""
"\n<アルス>屋敷の秘密？",""
"\n<ロメリア>屋敷の秘密？",""
"\n<チョコレ>ここは魔物を研究するための施設。
表の屋敷は、それを隠すためのカモフラージュだということ。",""
"\n<チョコレ>よって、このまま帰すわけにはいかなくなったのれす。
つまり、あなた達は\n[1]とリリーをおびき寄せる為の人質。
というワケれすね。",""
"\n<チョコレ>分かりました？
分からなくても二度は説明しませんよ。
時間の無駄なのれ。",""
"\n<アルス>魔物の研究・・・？
何のために。",""
"\n<ロメリア>魔物の研究？
なんでそんなこと。",""
"\n<チョコレ>それは私が考えることれはありません。
私はただ研究するだけ。
何をするかは私より頭の悪い人が考えること。",""
"\n<チョコレ>好奇心は何よりも尊い感情れす。
情報は空気よりありふれて、ダイヤモンドより価値がある。",""
"\n<ライム>監視してたって・・・
今までずっと私たちのこと見てたのー？",""
"\n<ベルーチェ>ええ。見てましたよ。
あなた達の仲良しごっこも。
くすくす♥",""
"\n<チョコレ>ちなみに魔力も集めさせて貰ってました。
気付かれないように毎日少しずつ。
研究に大いに役立ちました。",""
"\n<アルス>プライベートを覗き見るとは悪趣味なやつらだな。",""
"\n<ロメリア>全部あんた達の計画のうちだったってコト？
ムカツク・・・",""
"\n<シィナ>お前ら覚悟してろにゃ・・・",""
"\n<チョコレ>さてと、\n[1]とリリーがここに来るまで
実験に付き合って貰います。
死にはしないので安心してくらさい。",""
"\n<チョコレ>ビリっと来たら教えてくらさい。
じゃぁ、流しますね。",""
"\n<シィナ>はっ！
そんなの淫魔に効くわけないにゃん。
バカにゃ。",""
"\n<チョコレ>ほぇ～・・・
やっぱり猫ちゃんの姿になっても淫魔のままなんれすね。
元の動物に戻ったわけではないと。",""
"\n<シィナ>痛くも痒くもないし。
舐めんにゃ。",""
"\n<チョコレ>じゃあ今度はちょっと弱くして流します。",""
"\n<シィナ>はにゃぁん！",""
"\n<シィナ>な、何をしたし・・・
はぁ・・・はぁ・・・",""
"\n<チョコレ>性的に気持ちいいところに弱い電気を流しました。
なるほど、これなら淫魔にも効果がありそうですね。",""
"\n<シィナ>んにゃぁぁぁ！",""
"\n<アルス>おい！やめろ！",""
"\n<ロメリア>ちょっと！やめなよ！
この人でなし！",""
"\n<ライム>シィナ！
シィナ大丈夫！？",""
"\n<ベルーチェ>あらあら。
あなた達も後で遊んであげますからね。
お静かになさって♥",""
"\n<シィナ>ぶっ殺す！",""
"\n<シィナ>にゃひっ！",""
"\n<チョコレ>ふむふむ・・・
実に興味深い。",""
"\n<シィナ>んにゃぁぁぁぁ！",""
"\n<チョコレ>それでは、スラミーさん。
どれだけ身体を分割できるか
ちぎって確かめてみましょう。",""
"\n<ライム>えっ！！
やだやだ！やめて！",""
"\n<シィナ>やめろ！！
ライムに手を出すにゃ！！
殺すぞ！！！",""
"\n<チョコレ>ふーむ。
普通のスラミーと同じであれば
恐らく核のようなものがあると思うのれすが・・・",""
"\n<チョコレ>あ、普通のスラミーは核を傷付けると死にますが
あなたは淫魔なのれ大丈夫だと思います。
安心してくらさい。",""
"\n<ライム>怖いよぉ～！！
ふぇぇぇぇ・・・",""
"\n<シィナ>やめろ！",""
"\n<アルス>この人でなし共が・・・",""
"\n<ロメリア>最低・・・！",""
"\n<アルス>うっ・・・！",""
"\n<ロメリア>はっ・・・！ぁ・・・！！",""
"\n<ベルーチェ>うふふ♥
催淫ガスが効いてきたみたいですね。
立っているのがやっとのよう。",""
"\n<チョコレ>実験終わりれす。
お疲れ様れした。",""
"\n<ライム>ふぇぇぇ～・・・
何ともなかったぁ～・・・",""
"\n<チョコレ>次は塩分濃度を高める実験れす。",""
"\n<ライム>えっ！？",""
"\n<ライム>あぁぁぁ～！
しょっぱい～～～～！！",""
"\n<シィナ>遅いにゃ！",""
"\n<ライム>リリー！
\n[1]～・・・・！
ふえぇぇぇぇ・・・",""
"\n<リリー>助けに来たわよ！
全く、世話が焼けるわね。",""
"\n<\n[1]>あにき・・・！
大丈夫！？",""
"\n<\n[1]>ロメリア・・・！
無事か！？",""
"\n<アルス>はぁ・・・\.はぁ・・・\.
\n[1]・・・",""
"\n<ロメリア>はぁ・・・\.はぁ・・・\.
あにき・・・\.
やっぱり来てくれた・・・",""
"\n<ベルーチェ>お待ちしておりました。\n[1]様。リリー様。
わたくしはベルーチェ。
屋敷のメイド長をしております。",""
"\n<チョコレ>Dr.チョコレれす。
ここで魔物の研究をしてます。",""
"\n<リリー>チョコレ？
バカみたいな名前ね。
（淫魔・・・？）",""
"\n<リリー>こっちの自己紹介は要らないわよね。
良く知っているでしょ。
覗きが趣味の変態だもの。",""
"\n<ベルーチェ>ええ、よく存じ上げております。
想定通りのお返事ですね。",""
"\n<チョコレ>わぁ！画面越しではなく
直接見るのは初めてなので、何だか不思議れす。
まるで本の登場人物に会ったよう。",""
"\n<リリー>一方的に知られているのはいい気しないわ。
気持ち悪い。",""
"\n<チョコレ>始めましてリリーさん。
改めてお伝えしますが、
あなた達の生活はずっと監視させて貰っていました。",""
"\n<チョコレ>淫魔の生態や秘密が
何か分かるかもしれないと思っていたのれすが・・・",""
"\n<チョコレ>毎日毎日、だらだらだらだらと過ごすだけ。
寝て、食べて、遊んで、ケンカして、お風呂に入って寝る。
はっきり言って時間の無駄れした。",""
"\n<リリー>・・・","\n<Lily>..."
"\n<ベルーチェ>淫魔の仲良しごっこなんて
見物しても、得るものはありませんでしたね。
何の価値もない。",""
"\n<ベルーチェ>いえ、人のふりをした魔物に不快感すら覚えます。
ゴミ箱の中を覗き込んでいるのと同じでした。",""
"\n<リリー>・・・！
私達の生活を勝手に覗き見て、ゴミ扱いするの・・・！",""
"\n<ベルーチェ>ゴミ扱いしているのではありません。\.\.
ゴミだと申し上げているのです。",""
"\n<リリー>\{ゴ\.ミ\.じ\.ゃ\.な\.いーーー！！",""
"\n<ベルーチェ>そう。
あと一歩、前に出てきてほしかったのです。
ありがとうございます。",""
"\n<リリー>くそ！！！
卑怯者！！！",""
"\n<シィナ>何あっさり捕まってるにゃ！
アホ！",""
"\n<ライム>リリー！！",""
"\n<チョコレ>さて、あとは\n[1]だけれす。
でもまだチャンスはありますよ。",""
"\n<チョコレ>ここまで淫魔を沢山倒してきたハンターさん♥
唯一淫魔にダメージを与えられる攻撃・・・
快楽を私に教えてくらさい。",""
"\n<チョコレ>さぁ、あなたに私を絶頂させることが出来ますか？
くすくす♥",""
"\n<\n[1]>大丈夫。後は任せて、リリー。
私がコイツを倒す。",""
"\n<\n[1]>リリー、後は任せろ。
俺が何とかする。",""
"\n<リリー>でも・・・！",""
"\n<\n[1]>ゴミじゃないのは日記を読んだ私が知ってる。
絶対、みんなを助けるから。",""
"\n<\n[1]>ゴミじゃないことは日記を読んだ俺が分かってる。
後は任せろ。",""
"\n<リリー>・・・
覗き魔ばっかりじゃない。
プライバシーはどこに行ったのよ。プライバシーは。",""
"\n<リリー>はぁ・・・",""
"\n<リリー>まぁいいわ。
\n[1]。頼んだわよ。",""
"\n<シィナ>\n[1]！
お前の事は嫌いにゃ！
でも後でご褒美あげるにゃん！",""
"\n<ライム>\n[1]・・・！
頑張ってー！！",""
"\n<ロメリア>ばーか！ちーび！
あにきに負けてアヘ顔晒せ！",""
"\n<リリー>さぁ！やっておしまい！
精奴隷の力を見せつけるのよ！",""
"戦う",""
"準備をする",""
"\n<チョコレ>では、邪魔が入らないようにしましょう。",""
"\n<チョコレ>わぁ♥
私、これからどんなえっちなことされるんれしょうか♥
わくわくします♥ごくり・・・♥",""
"\n<チョコレ>それとも、\n[1]さんが
一方的に私にいじめられるだけになるかもしれませんが・・・",""
"\n<チョコレ>情けなくぴゅっぴゅしちゃうところ、
見られないように頑張らなきゃれすね。
くすくす♥",""
"\n<チョコレ>あっ♥あっ♥あっ♥
凄いれす・・・♥
はぁ・・・はぁ・・・♥",""
"\n<チョコレ>もっと・・・♥
もっとして欲しいれす・・・♥
うひひひ♥",""
"\n<チョコレ>もっかい・・・♥
もっかいしてくらさい♥
勝負♥勝負♥えへへへ♥",""
"\n<ベルーチェ>く・・・
なんてやつ・・・！
このわたくしが負けるなんて・・・",""
"\n<チョコレ>もう無理れす・・・
あうぅ・・・",""
"\n<ベルーチェ>はっ！
でもこちらにはまだ人質がいるのよ。
\n[1]、立場を分かっているのかしら。",""
"\n<リリー>往生際が悪いわね！
素直に負けを認めなさいよ！",""
"\n<ベルーチェ>見なさい。
このスイッチで実験室の設備をコントロールできるの。
扉を開けて解放することもできるし・・・",""
"\n<ベルーチェ>爆破して生き埋めにすることもできる。",""
"\n<アルス>この卑怯者・・・！！",""
"\n<ロメリア>なんてやつ・・・！！",""
"\n<ベルーチェ>さぁ、大人しく私達に捕まりなさい。
初めからアナタの勝ちは無かったのです。",""
"\n<チョコレ>そ、そうれした。
最後の手段はとっておき。最後にとっておくもの。
初めから手のひらでコロコロしてたのれす。",""
"\n<ベルーチェ>おほほほほほ！！",""
"\n<チョコレ>くひひひひひ！！",""
"\n<ベルーチェ＆チョコレ>おほほほほほほほほ！！",""
"\n<アーコ>悪いヤツはすぐ爆破したがるって
お父さんが言ってた！本当だ！",""
"\n<シィナ>アーコ！！",""
"\n<チョコレ>しまった！
すっかり忘れてました！",""
"\n<アーコ>こんな機械で色々出来るのか。
ふーん・・・凄いなぁ。",""
"\n<ベルーチェ>そ、それを返しなさい・・・！",""
"\n<ベルーチェ>あなたは確か、アーコちゃんね！
お金が大好き！そうでしょ？",""
"\n<ベルーチェ>ほら！
そのスイッチを買い取るわ！
それを返しなさい！",""
"\n<アーコ>えっ！？お金くれるの！？
やったー！！",""
"\n<アルス>おい！！",""
"\n<ロメリア>ちょっと！？",""
"\n<アーコ>すごい！いっぱいある！！",""
"\n<アーコ>ひー・・・ふー・・・みー・・・",""
"\n<ベルーチェ>50万Gよ！
贅沢もせずにコツコツ貯めてきたわたくしの貯金・・・！
その全て！",""
"\n<アーコ>ごごごごじゅうまん！？",""
"\n<ベルーチェ>さ、さぁ！
お金は渡したわよ！
早く！そのスイッチを返しなさい・・・！",""
"\n<アーコ>なんで？",""
"\n<ベルーチェ>え・・・",""
"\n<ベルーチェ>なんでって・・・
お金を渡したじゃない。",""
"\n<アーコ>お金よりみんなの方が大事だもん。
当たり前じゃん。",""
"\n<ベルーチェ>じゃあお金返しなさいよ！",""
"\n<ベルーチェ>商売の基本よ！！
お金を受け取ったのなら品物を渡しなさい！！
それが大前提！イロハのイ！",""
"\n<アーコ>商売の基本は信用だよ。",""
"\n<アルス>信用がないならそもそも取引じゃないってことか。
基本を知らなかったのはお前のようだな。",""
"\n<ロメリア>信用がないなら取引じゃないね。
寄付かな？",""
"\n<ベルーチェ>\{このクソガキ共がぁーッ！！！",""
"\n<ベルーチェ>はぁ・・・\.はぁ・・・",""
"\n<チョコレ>\}ママ・・・
もっと時間を稼いでくらさい。",""
"\n<ベルーチェ>・・・！",""
"\n<ベルーチェ>わたくしとしたことが取り乱してしまいました。
はしたないところをお見せしましたわ。
申し訳ありません。",""
"\n<ベルーチェ>わたくし達の負けです。
素直に認めましょう。
完全に想定外でした。",""
"\n<ベルーチェ>リリー様、最後に御聞かせ願えますか？\.\.
わたくしは、淫魔はプライドが高く
単独で行動する生き物だとばかり思っていました。",""
"\n<ベルーチェ>それが、淫魔の分際で仲間想いだなんて。
仲間の為に人間に助けを求めるなんて。",""
"\n<ベルーチェ>何故あなたはそこまで落ちぶれたのでしょう。
凄く無様だとは思いませんか？",""
"\n<リリー>そうね。淫魔はプライドが高く、孤高で、
何にも縛られない自由な生き物よ。
それが普通でそれが正しい。",""
"\n<リリー>・・・
私、これでも結構上級の淫魔なんだけど。",""
"\n<リリー>なのに獲物を3等分するわ、
搾り尽くさずに精奴隷にするわ・・・
おかげで魔力も減ってこの様よ。",""
"\n<リリー>でも最悪なことに
ちっとも後悔してないのよね。
あんたの言う通りよ。無様だわ。これで満足？",""
"\n<ベルーチェ>そうですか。
素敵な返答、ありがとうございます。
最後に聞けてすっきりしました。",""
"\n<チョコレ>\}マグネシウムに硝酸ナトリウムを混ぜて・・・",""
