"自動実行","自動実行"
"掃除道具入れ","掃除道具入れ"
"石鹸だ・・・
残り少なくなっている・・・","Soap...
There isn't a whole lot left..."
"EV003",""
"--------キャラ指定-----座標設定------------",""
"----------------------------------------",""
"何か使えるものは・・・","Anything useful..."
"食糧庫とタブの付いた鍵を見つけた！
他には・・・・","You found the pantry key!
And also..."
"シィナのパンツを見つけてしまった・・・","You found Shina's panties..."
"\C[10]欲しい","\C[10]I just want to..."
"嫌な予感がする","I've got a bad feeling..."
"・・・
ごくり・・・","...
Sniiiiiff..."
"これを拾うと色々と終わってしまう気がする・・・
戻しておこう。","You can't imagine any way this will end well...
You put them away."
"\n<\n[3]>それアタシのパンツにゃん。
それ拾ってどーするつもりにゃ？","\n<\n[3]>Those are my panties,nyan.
What exactly are you doing with them-nya?"
"\n<\n[3]>ふーん・・・
どーせくんくんしながらオナニーするにゃ？
どすけべマゾ。","\n<\n[3]>Hmmmm...
Are you whacking it while you sniff them-nya?
You filthy masochist."
"\n<\n[3]>いいにゃ。
それあげるにゃん。
プレゼントにゃ♥","\n<\n[3]>But that's ok-nya.
You can have them-nyaan.
A little gift from me-nya♥"
"\n<\n[3]>ただしお前じゃなくてお前のチンポにな！","\n<\n[3]>But not for you. For your cock!"
"\n<\n[3]>ただしお前じゃなくてお前のチンポににゃ！","\n<\n[3]>But not for you. For your cock-nya!"
"炎",""
" <enemy:99><ch:1.5>",""
"灯り 5 3 255 0.3",""
"\n<\n[1]>あっつ！！！","\n<\n[1]>Hot!!!"
"変数203（ARGP攻撃種類）
1斬　2打撃　3水　4火　5雷
6誘惑　7食べ物
特殊206（個別攻撃種類）
1リンゴ　2皿　3卵",""
" <enemy:99><cw:1.5><ch:1.5>",""
"立体起動",""
"<enemy:99>",""
"水たまりサンプル",""
"食糧庫ドア",""
"掃除道具入れだ・・・
何か使えるものがあるかもしれない・・・","A box of cleaning tools...
There might be something useful inside..."
"調べる","Check"
"今はやめておく","Not right now"
"もう使えそうなものはなさそうだ・・・","Doesn't seem to be anything else useful..."
"モップの棒が取れてしまった・・・
何かに使えるかもしれない。","A mop handle with no head...
This could come in useful."
"\n<リリー>お風呂お風呂～♪","\n<Lily>Bath time～♪"
"\n<シィナ>アタシも入るにゃ！","\n<Shina>I'm coming in too-nya!"
"\n<ライム>えー、じゃあ私もー♥","\n<Lime>Ah-, then I might as well come too-♥"
"\n<リリー>ひとりくらいあいつ探しなさいよ・・・","\n<Lily>At least one of us should probably keep searching..."
"お風呂の鏡は曇っている・・・","The bathroom mirror is all fogged up..."
"EV014",""
"水が入った桶・・・","A bucket of water..."
"湿気でふにゃふにゃになってしまっている・・・","The pages are damp from the humidity..."
"何故お風呂に焼き魚が・・・","Why is there a grilled fish in the bathroom..."
"何故お風呂にパイが・・・","Why is there a pie in the bathroom..."
"薪だ。
こんなところに置いて湿気ないのか。","Firewood.
Won't it get damp if it's left in here?"
"いい匂いのタオルだ。
でもあまり嗅がない方がいい・・・","These towels smell nice.
Probably not a good idea to smell for too long..."
"報告書",""
"鏡に自分が映っている・・・","You see yourself in the mirror..."
"\n<\n[1]>（へんなもの付けられちゃったし・・・
もう女湯に入れないのかな・・・）","\n<\n[1]>(They attached that awful thing to my body...
Will I ever be allowed in a women's bath again...?)"
"\n<\n[1]>（大浴場・・・
随分と立派だ。
余程の金持ちが住んでいたに違いない。）","\n<\n[1]>(What a huge bath…
It's really remarkable.
Somebody rich must have lived here.)"
"大きいタライだ。
もし降ってきたら首を痛めそうなサイズ・・・","A giant tub.
You'd hurt your neck if you fell in..."
"シィナ決戦",""
"\n<ライム>\n[1]・・・
本当に戦わなきゃダメなの？","\n<Lime>\n[1]...
Do we really need to fight?"
"\n<ライム>・・・
そっか。
じゃあしょうがないね。","\n<Lime>...
I see.
Then there's nothing else for it."
"\n<ライム>どうなっても恨みっこ無しだよ！
絶対に負けないんだから！","\n<Lime>No hard feelings though!
I'm not going to lose!"
"ポップアップ有効化",""
"\n<ライム>はぁ・・・はぁ・・・♥
と、とけるぅ・・・♥
あへぇ～・・・♥","\n<Lime>Haah... Haah...♥
I'm m-melting...♥
Ahaaah～...♥"
"ライムを退治した！","Defeated Lime!"
"リリーの日記","Lily's Diary"
"ライムの日記
お風呂でピザ","Lily's Diary
Pizza in the Bath"
"読んでみる","Read"
"やめておく","Don't read"
"ライムの日記
水かけ論","Lime's Diary
Pointless Argument"
"EV039",""
"紙が落ちるような音がした・・・","It sounded like papers falling..."
"もう何もない・・・","Nothing else useful..."
"EV041",""
"災害対策の本だ・・・","A disaster recovery book…"
"\n[1]は\C[3]『警戒』\C[0]を覚えた！","\n[1] learned \C[3]『Caution』\C[0]!"
"\n<\n[1]>（少しやつれたように見える・・・
でも、ダイエットと思えば。）","\n<\n[1]>(I'm looking a little gaunt...
But I was meaning to go on a diet anyway.)"
"\n<\n[1]>（少しやつれたかもしれない・・・）","\n<\n[1]>(Looking a little haggard...)"
"EV043",""
"EV044",""
"EV045",""
"EV046",""
"EV047",""
"EV048",""
"EV049",""
"EV050",""
"EV051",""
"EV052",""
"EV053",""
"EV054",""
"EV055",""
"ライムの日記
脱走者","Lime's Diary
Fugitive"
