"自動実行","自動実行"
"食糧庫ドア","食糧庫ドア"
"炎","炎"
" <enemy:99><cw:1.5><ch:1.5>"," <enemy:99><cw:1.5><ch:1.5>"
"灯り 5 3 255 0.3",""
"\n<\n[1]>あっつ！！！","\n<\n[1]>あっつ！！！"
"変数203（ARGP攻撃種類）
1斬　2打撃　3水　4火　5雷
6誘惑　7食べ物
特殊206（個別攻撃種類）
1リンゴ　2皿　3卵",""
"・・・！
暖炉の奥に小さな扉がある・・・","・・・！
暖炉の奥に小さな扉がある・・・"
"ﾗｲﾑ誘惑","ﾗｲﾑ誘惑"
"--------キャラ指定-----座標設定------------",""
"----------------------------------------",""
"使えそうなものは・・・","使えそうなものは・・・"
"\n<\n[3]>何してるのー？
ねーねー。","\n<\n[3]>何してるのー？
ねーねー。"
"\n<\n[3]>私ちょっとお腹空いてきちゃったー。
少しでいいから精液飲ませてほしいなー♥","n\<n[3]>""I'm a little hungry.
It's okay to drink your semen, if it's just a little.♥"""
"\n<\n[3]>\n[1]ー♥こっち見てー♥","\n<\n[3]>\n[1]ー♥こっち見てー♥"
"ーーーーー待機or攻撃アニメSE選択ーーーーー",""
"--------ここから誘惑------------",""
"\n<\n[3]>おっぱいでおちんちん挟んで
ぬるぬるしてあげるからー♥
おいでよー♥","n\<n[3]>Put it between my boobs
I'll make you all slimy ♥
Come on♥"
"\n<\n[3]>にゅるん♥にゅるん♥って動かしてー、
おちんちんカチカチにしてあげるよー？
にゅるん♥にゅるーん♥","n\<n[3]>schlorp♥ schlorp♥ Come on, keep moving,
 I'm making your cock hard, right?
schlorp♥"
"\n<\n[3]>くすっ♥
おっぱいでいじめられるの想像しちゃったー？
足が震えてきてるよー？","\n<\n[3]>くすっ♥
おっぱいでいじめられるの想像しちゃったー？
足が震えてきてるよー？"
"\n<\n[3]>今日はもう逃げるのやめてー、
私と気持ちいいことしちゃおうよ♥
ねー♥おいでおいでー♥","\n<\n[3]>今日はもう逃げるのやめてー、
私と気持ちいいことしちゃおうよ♥
ねー♥おいでおいでー♥"
"--------ここから選択肢-------------",""
"\n<\n[3]>そんなにおっきくしてるのに我慢するのー？
一度出してすっきりした方がいいんじゃないかなー？
出しておいた方がいいでしょー？ほーら♥","\n<\n[3]>そんなにおっきくしてるのに我慢するのー？
一度出してすっきりした方がいいんじゃないかなー？
出しておいた方がいいでしょー？ほーら♥"
