"自動実行","自動実行"
"食糧庫ドア","食糧庫ドア"
"館主","館主"
"猫シィナ","猫シィナ"
"リリー","Lily"
"イベント実行","イベント実行"
"\n<シィナ>マーオ！！
（ぶっ殺してやるにゃ！！）","\n<Shina>Meow!
（I'll kill you, nya!!）"
"\n<館主>どうした？
そんなにカワイイ声を出して。
そこから出たいのか？","\n<Master>What's this?
Such a cute little voice.
Do you want to come out?"
"\n<シィナ>シャーッ！！！
（死ねクソ野郎！！）","\n<Shina>Meooow!!!
(Die you son of a bitch!!)"
"\n<館主>やれやれ。
本当にカワイイなお前は。","\n<Master>Oh my.
You are just too cute."
"\n<館主>私はね・・・
富と権力、そして愛。
全てを手に入れたんだよ。","\n<Master>I've got money, power...
And now I've obtained love.
I really have it all."
"\n<館主>帯付きの札束を見せれば女は食いつき、
女を当てがえば男は簡単に懐柔できる。
みんな、すぐに私のことが大好きになるんだ。","\n<Master>Flash a wad of bills, and women flock to me.
It's so simple for a man to get any woman he wants.
Everybody loves me."
"\n<館主>・・・
だが、お前はどうだ？","\n<Master>...
But what about you?"
"\n<館主>私のやった高級カリカリやマグロをたらふく食っておきながら
ちっとも心を許そうとしないじゃないか。","\n<Master>I bought you all the finest crispy tuna you could eat,
and still your heart has not opened up to me."
"\n<館主>ほら、喉を鳴らして足元にすり寄って来い。
他のみんなと同じように、私を愛しておくれ。","\n<Master>Come, curl up purring at my feet.
Love me like everyone else does."
"\n<館主>はぁ～・・・","\n<Master>Ha～…"
"\n<シィナ>にゃふッ！！カッ！カッ！
（げほっ！くせぇ息かけんにゃ！！ペッ！ペッ！）","\n<Shina>Nyaaaah!! Hiss! Hiss!
(Cough! Can't breathe!! Peh! Peh!)"
"\n<館主>珍しい毛色の猫なので
ペットにしてやるのもいいかと考えていたが、これではな。","\n<Master>I thought a cat with a rare coat would
make a good pet, but it would seem not."
"\n<館主>お前はもう\.・\.・\.・\.\.
使ってしまうか。","\n<Master>You may have\..\..\..\.\.
Outlived your usefulness."
"\n<館主>誰だ。
入っていいとは一言も言っていないはずだが。","\n<Master>Who's there?
I did not say you could enter."
"\n<赤髪の淫魔>あれ？
悲鳴とか喘ぎ声とか全然聞こえなかった？
随分と防音がしっかりしてるのね。この部屋は。","\n<Red Haired Succubus>Ahh? You didn't hear any screams or gasps
just now? The soundproofing on this room
must be incredible.。"
