"自動実行","自動実行"
"掃除道具入れ","掃除道具入れ"
"石鹸だ・・・
残り少なくなっている・・・","石鹸だ・・・
残り少なくなっている・・・"
"EV003","EV003"
"--------キャラ指定-----座標設定------------",""
"----------------------------------------",""
"何か使えるものは・・・","何か使えるものは・・・"
"食糧庫とタブの付いた鍵を見つけた！
他には・・・・","食糧庫とタブの付いた鍵を見つけた！
他には・・・・"
"シィナのパンツを見つけてしまった・・・","シィナのパンツを見つけてしまった・・・"
"\C[10]欲しい","\C[10]欲しい"
"嫌な予感がする","嫌な予感がする"
"・・・
ごくり・・・","・・・
ごくり・・・"
"これを拾うと色々と終わってしまう気がする・・・
戻しておこう。","これを拾うと色々と終わってしまう気がする・・・
戻しておこう。"
"\n<\n[3]>それアタシのパンツにゃん。
それ拾ってどーするつもりにゃ？","\n<\n[3]>それアタシのパンツにゃん。
それ拾ってどーするつもりにゃ？"
"\n<\n[3]>ふーん・・・
どーせくんくんしながらオナニーするにゃ？
どすけべマゾ。","\n<\n[3]>ふーん・・・
どーせくんくんしながらオナニーするにゃ？
どすけべマゾ。"
"\n<\n[3]>いいにゃ。
それあげるにゃん。
プレゼントにゃ♥","\n<\n[3]>いいにゃ。
それあげるにゃん。
プレゼントにゃ♥"
"\n<\n[3]>ただしお前じゃなくてお前のチンポにな！","\n<\n[3]>ただしお前じゃなくてお前のチンポにな！"
"\n<\n[3]>ただしお前じゃなくてお前のチンポににゃ！","\n<\n[3]>ただしお前じゃなくてお前のチンポににゃ！"
"炎","炎"
" <enemy:99><ch:1.5>"," <enemy:99><ch:1.5>"
"灯り 5 3 255 0.3",""
"\n<\n[1]>あっつ！！！","\n<\n[1]>あっつ！！！"
"変数203（ARGP攻撃種類）
1斬　2打撃　3水　4火　5雷
6誘惑　7食べ物
特殊206（個別攻撃種類）
1リンゴ　2皿　3卵",""
" <enemy:99><cw:1.5><ch:1.5>"," <enemy:99><cw:1.5><ch:1.5>"
"立体起動","立体起動"
"<enemy:99>","<enemy:99>"
"水たまりサンプル","水たまりサンプル"
"食糧庫ドア","食糧庫ドア"
"掃除道具入れだ・・・
何か使えるものがあるかもしれない・・・","掃除道具入れだ・・・
何か使えるものがあるかもしれない・・・"
"調べる","調べる"
"今はやめておく","今はやめておく"
"もう使えそうなものはなさそうだ・・・","もう使えそうなものはなさそうだ・・・"
"モップの棒が取れてしまった・・・
何かに使えるかもしれない。","モップの棒が取れてしまった・・・
何かに使えるかもしれない。"
"\n<リリー>お風呂お風呂～♪","\n<リリー>お風呂お風呂～♪"
"\n<シィナ>アタシも入るにゃ！","\n<シィナ>アタシも入るにゃ！"
"\n<ライム>えー、じゃあ私もー♥","\n<ライム>えー、じゃあ私もー♥"
"\n<リリー>ひとりくらいあいつ探しなさいよ・・・","\n<リリー>ひとりくらいあいつ探しなさいよ・・・"
"お風呂の鏡は曇っている・・・","お風呂の鏡は曇っている・・・"
"EV014","EV014"
"水が入った桶・・・","水が入った桶・・・"
"湿気でふにゃふにゃになってしまっている・・・","湿気でふにゃふにゃになってしまっている・・・"
"何故お風呂に焼き魚が・・・","何故お風呂に焼き魚が・・・"
"何故お風呂にパイが・・・","何故お風呂にパイが・・・"
"薪だ。
こんなところに置いて湿気ないのか。","薪だ。
こんなところに置いて湿気ないのか。"
"いい匂いのタオルだ。
でもあまり嗅がない方がいい・・・","いい匂いのタオルだ。
でもあまり嗅がない方がいい・・・"
"報告書","報告書"
"鏡に自分が映っている・・・","鏡に自分が映っている・・・"
"\n<\n[1]>（へんなもの付けられちゃったし・・・
もう女湯に入れないのかな・・・）","\n<\n[1]>（へんなもの付けられちゃったし・・・
もう女湯に入れないのかな・・・）"
"\n<\n[1]>（大浴場・・・
随分と立派だ。
余程の金持ちが住んでいたに違いない。）","\n<\n[1]>（大浴場・・・
随分と立派だ。
余程の金持ちが住んでいたに違いない。）"
"大きいタライだ。
もし降ってきたら首を痛めそうなサイズ・・・","大きいタライだ。
もし降ってきたら首を痛めそうなサイズ・・・"
"シィナ決戦","シィナ決戦"
"\n<ライム>\n[1]・・・
本当に戦わなきゃダメなの？","\n<ライム>\n[1]・・・
本当に戦わなきゃダメなの？"
"\n<ライム>・・・
そっか。
じゃあしょうがないね。","\n<ライム>・・・
そっか。
じゃあしょうがないね。"
"\n<ライム>どうなっても恨みっこ無しだよ！
絶対に負けないんだから！","\n<ライム>どうなっても恨みっこ無しだよ！
絶対に負けないんだから！"
"ポップアップ有効化","ポップアップ有効化"
"\n<ライム>はぁ・・・はぁ・・・♥
と、とけるぅ・・・♥
あへぇ～・・・♥","\n<ライム>はぁ・・・はぁ・・・♥
と、とけるぅ・・・♥
あへぇ～・・・♥"
"ライムを退治した！","ライムを退治した！"
"リリーの日記","リリーの日記"
"ライムの日記
お風呂でピザ","ライムの日記
お風呂でピザ"
"読んでみる","読んでみる"
"やめておく","やめておく"
"ライムの日記
水かけ論","ライムの日記
水かけ論"
"EV039","EV039"
"紙が落ちるような音がした・・・","紙が落ちるような音がした・・・"
"もう何もない・・・","もう何もない・・・"
"EV041","EV041"
"災害対策の本だ・・・","災害対策の本だ・・・"
"\n[1]は\C[3]『警戒』\C[0]を覚えた！","\n[1]は\C[3]『警戒』\C[0]を覚えた！"
"\n<\n[1]>（少しやつれたように見える・・・
でも、ダイエットと思えば。）","\n<\n[1]>（少しやつれたように見える・・・
でも、ダイエットと思えば。）"
