"自動実行","自動実行"
"リリー","Lily"
"シィナ","Shina"
"ライム","Lime"
"イベント実行","イベント実行"
"\n<リリー>・・・
ねぇ、恋ってしたことある？","\n<リリー>・・・
ねぇ、恋ってしたことある？"
"\n<シィナ>はぁ？何言ってんにゃリリー。
乙女な質問が気持ちわりーにゃ。","\n<シィナ>はぁ？何言ってんにゃリリー。
乙女な質問が気持ちわりーにゃ。"
"\n<ライム>恋？
恋って何？","\n<ライム>恋？
恋って何？"
"\n<シィナ>分裂して増えるやつには分からんにゃ。","\n<シィナ>分裂して増えるやつには分からんにゃ。"
"\n<リリー>そういうこと言うのやめなさいよ。","\n<リリー>そういうこと言うのやめなさいよ。"
"\n<リリー>私もよく分からないんだけど、
恋をするとセックスが凄く気持ちよくなるらしいのよ。
本に書いてあったわ。","\n<リリー>私もよく分からないんだけど、
恋をするとセックスが凄く気持ちよくなるらしいのよ。
本に書いてあったわ。"
"\n<シィナ>マジで？
・・・
それならしてみたいにゃぁ・・・","\n<シィナ>マジで？
・・・
それならしてみたいにゃぁ・・・"
"\n<ライム>恋ってえっちが気持ちよくなるってことなの？","\n<ライム>恋ってえっちが気持ちよくなるってことなの？"
"\n<シィナ>恋って言うのは誰かを好きになるってことにゃ。
普通の好きじゃないにゃ。
『好きのもっと上の好き』のことにゃ。","\n<シィナ>恋って言うのは誰かを好きになるってことにゃ。
普通の好きじゃないにゃ。
『好きのもっと上の好き』のことにゃ。"
"\n<ライム>じゃあ私、リリーとシィナに恋してるってこと？","\n<ライム>じゃあ私、リリーとシィナに恋してるってこと？"
"\n<リリー>違うわよ。
痒くなるからやめなさいよねそういうの。","\n<リリー>違うわよ。
痒くなるからやめなさいよねそういうの。"
"\n<ライム>でも好きだよ。もっと上はないよ？","\n<ライム>でも好きだよ。もっと上はないよ？"
"\n<シィナ>どしたんにゃお前。
今日はめちゃめちゃデレて来るにゃん。
アタシが溶けるわ。","\n<シィナ>どしたんにゃお前。
今日はめちゃめちゃデレて来るにゃん。
アタシが溶けるわ。"
"\n<ライム>・・・？","\n<ライム>・・・？"
"\n<リリー>恋の好きは多分、違う種類の好きなのよ。
例えば、『ピザを好き』なのと
『私たちを好き』の『好き』は違うでしょ？","\n<リリー>恋の好きは多分、違う種類の好きなのよ。
例えば、『ピザを好き』なのと
『私たちを好き』の『好き』は違うでしょ？"
"\n<ライム>同じだよ？","\n<ライム>同じだよ？"
"\n<リリー>えっ？","\n<リリー>えっ？"
"\n<リリー>同じなの？","\n<リリー>同じなの？"
"\n<ライム>えっ？","\n<ライム>えっ？"
"\n<シィナ>えっ？","\n<シィナ>えっ？"
