"イベント実行","イベント実行"
"\n<シィナ>なんにゃコイツ。","\n<シィナ>なんにゃコイツ。"
"\n<リリー>なんで屋敷にオークがいるのよ。","\n<リリー>なんで屋敷にオークがいるのよ。"
"\n<ライム>どこから入って来たんだろ？
・・・？","\n<ライム>どこから入って来たんだろ？
・・・？"
"\n<オーク>ゴブゴブ！！","\n<オーク>ゴブゴブ！！"
"\n<オーク>ゴブゴブ・・・","\n<オーク>ゴブゴブ・・・"
"\n<オーク>ゴブ！！","\n<オーク>ゴブ！！"
"\n<シィナ>オークの癖にゴブゴブうるせー！
ゴブリンかテメーは！","\n<シィナ>オークの癖にゴブゴブうるせー！
ゴブリンかテメーは！"
"\n<ライム>なんて言ってるのかなー？","\n<ライム>なんて言ってるのかなー？"
"\n<リリー>そうだわ。
使役しましょ。","\n<リリー>そうだわ。
使役しましょ。"
"\n<リリー>チャーム♥","\n<リリー>チャーム♥"
"\n<オーク>ゴ・・・♥
ゴブゴブ・・・♥","\n<オーク>ゴ・・・♥
ゴブゴブ・・・♥"
"\n<オーク>ゴゴ・・・♥
ゴゴブブ・・・♥","\n<オーク>ゴゴ・・・♥
ゴゴブブ・・・♥"
"\n<オーク>ゴ・・・
ゴブリン♥","\n<オーク>ゴ・・・
ゴブリン♥"
"\n<リリー>よしよし♥
ちゃんと効いたみたいね。","\n<リリー>よしよし♥
ちゃんと効いたみたいね。"
"\n<シィナ>おい！コイツ今ゴブリンって言ったぞ！
聞いたにゃ！？今の！","\n<シィナ>おい！コイツ今ゴブリンって言ったぞ！
聞いたにゃ！？今の！"
"\n<ライム>リリー、この子使役してどーするの？","\n<ライム>リリー、この子使役してどーするの？"
"\n<リリー>雑用とか警備とかさせればいいでしょ。
単細胞のアホだから。","\n<リリー>雑用とか警備とかさせればいいでしょ。
単細胞のアホだから。"
"\n<リリー>いい？オーク！
私たちの為にちゃんと働きなさいよ！","\n<リリー>いい？オーク！
私たちの為にちゃんと働きなさいよ！"
"\n<オーク>ゴブゴブ！","\n<オーク>ゴブゴブ！"
"\n<ライム>オークさんよろしくねー♥","\n<ライム>オークさんよろしくねー♥"
"\n<シィナ>給料はどんぐり3つにゃ。","\n<シィナ>給料はどんぐり3つにゃ。"
"\n<オーク>ゴーーーーブ！！","\n<オーク>ゴーーーーブ！！"
"\n<リリー>バカじゃないの？いい加減にしてよ！",""
"\n<シィナ>はぁ～？そっちが悪いにゃ！",""
"\n<ライム>はいはいはいはい。落ち着いてー。
どっちが悪いかゲームで決めよー。",""
"\n<シィナ>あ？ゲーム？
何にゃ。",""
"\n<ライム>旗上げゲーム！",""
"\n<リリー>やらないわよバカバカしい。",""
"\n<シィナ>負けるのが怖いにゃ？
アタシの瞬発力に勝てるわけないにゃんねー！
しゅっ！しゅっ！しゅっ！",""
"\n<リリー>あんた脳みそにアイロンでもかけたの？
シワが無いみたいだけど。",""
"\n<シィナ>言ってる意味が分からんにゃーん。
ビビってんのか？
しゅっ！しゅっ！",""
"\n<リリー>旗上げは瞬発力より判断力よ。
あんたなんかに負けるわけないでしょ。",""
"\n<シィナ>お、やんのか？
どっちが上か、赤白付けてやろうにゃん。",""
"\n<ライム>負けた方が謝ること。言い訳無し。
一発勝負。
いくよー？",""
"\n<リリー>負けたらクツでもケツでも舐めてやるわよ。",""
"\n<シィナ>クツもケツも舐めさせてやるし。",""
"\n<ライム>赤\.\.上げ\.ない♪\.\.\.\.白\.\.上げ\.ない♪\.\.\.\.
赤\.\.上げ\.ない\.で♪\.\.\.\.白\.\.上げ\.ない♪","\n<Lime>Red\.\. flag\. don't raise♪\.\.\.\. White\.\. flag\. don't raise♪\.\.\.\.
Red\.\. flag\. don't raise♪\.\.\.\.\. White\.\. flag\. don't raise♪"
"\n<ライム>赤\.\.下げ\.て♪\.\.\.\.白\.\.下げ\.て♪\.\.\.\.
白\.\.上げ\.ない\.で♪\.\.\.\.白\.\.下げ\.て♪","\n<Lime>Red\.\. flag\. down♪\.\.\.\. White\.\. flag\. down♪\.\.\.\.
White\.\. flag\. don't raise♪\.\.\.\. White\.\. flag\. down♪"
"\n<ライム>赤\.\.上げ\.ない♪\.\.\.\.白\.\.上げ\.ない♪\.\.\.\.
白\.\.上げ\.ない\.で\.\^","\n<Lime>Red\.\. flag\. don't raise♪\.\.\.\. White\.\. flag\. don't raise♪\.\.\.\.
White\.\. flag\. don't\.\.\^"
"\n<シィナ>上げさせろにゃ！",""
"\n<リリー>あーもうムカツクわね！",""
"\n<ライム>ちょ、ちょっとまってよー！
これからなのにー！",""
"\n<研究員1>こいつらほんと仲良いっすね。",""
"\n<研究員2>どっちかが勝ったらまた喧嘩になっちゃいますからね。
ライムちゃん、いい子ですね。",""
"\n<研究員1>いや、多分あれ素っすよ。",""
"リリーイベ","リリーイベ"
"ライムイベ","ライムイベ"
"シィナイベ","シィナイベ"
"オーク2 リーダ","オーク2 "
"オーク１","オーク１"
"オーク","オーク"
"旗",""
"旗２",""
