"EV001","EV001"
"ウィッチラミアは我々に協力的ではありますが、
万が一、逃げ出してしまうと大惨事になります。
怒らせないように気を付けてください。",""
"扉は内側からは開かないようになっています。
開閉はスイッチを使用してください。",""
"立体起動",""
"<enemy:99><cw:1.3><ch:1.5>",""
"EV003","EV003"
"トラ小突きスイッチ",""
" <enemy:99>",""
"EV005","EV005"
"この部屋の仕掛けの説き方は・・・",""
"答えを見る","See answer"
"やめておく","Stop"
"金色の象をスイッチの近くまで押して運んでください。
その後スイッチを踏み、金色の象にフックショットを当てて飛び、
ドアが閉まる前に入室してください。",""
"ドア",""
"EV007","EV007"
"置手紙",""
"ウィッチラミアの記録",""
"ウィッチと名が付く通り、通常のラミアに比べ魔術に長けている。
元々人の形に近い為か、
非常に高い知能と理性を持っているようだ。",""
"衣食住と書物を提供することで友好的に接することが可能。
しかし、あくまで協力関係である為
機嫌を損ねないよう細心の注意が必要だ。",""
"理性で抑えてはいるが、
人間に対しての敵意を持っていないわけではない。
協力を頼む場合は必ず先に対価を用意すること。",""
"淫魔化の実験は自ら望んで志願した。
外見は殆ど変化が無かったが、他の対象と同様に食性は変化した。",""
"魔術書が並んでいる・・・
『錬金術師が読んではいけない科学の本』",""
"魔術書が並んでいる・・・
『良く食べる子の回復魔法』",""
"魔術書が並んでいる・・・
『なりたい自分になる為の100の変性魔法』",""
"魔術書が並んでいる・・・
『性欲を攻撃魔法に昇華するトレーニング』",""
"魔術書が並んでいる・・・
『睡眠と魔力の関係』",""
"魔術書が並んでいる・・・
『高等魔術教本　著フォッグ＝マジカーレ』",""
"『ミニマム』
対象の身体を小さくする魔法です。
相手の魔力や精神状態によって効果時間が変化します。",""
"コツとしては対象の身体に薄い魔力の膜を貼って
それをぎゅっと圧縮するイメージです。
例えば深海にかかる水圧のような・・・",""
"薬","Medicine"
"もう使えそうなものはない。",""
"EV017",""
"屍だ・・・
何かメモのようなものを持っている。",""
"今までが、どれだけ天国だったことか。
ここに連れて来られてからは毎日毎日、
ラミアに精を搾られては魔法の実験台にさせられている。",""
"僕は多分、このまま好きなように使われて朽ちていくんだろう。
元々、失うものなんて無い冒険者だったけど、
まさか、こんな終わり方をするなんて・・・",""
"リリー様が恋しい・・・
ライムちゃんのご飯が食べたい・・・
シィナ様の足が舐めたい・・・",""
"あの檻の中に戻りたい・・・
シィナ様の足が・・・舐め・・・
舐め・・・",""
"\n<リリー>これはひょっとして・・・
前にシィナが勝手に逃がした精奴隷・・・
（メモまで気持ち悪いわね。）",""
"EV018",""
"EV019",""
"EV020",""
"EV021",""
"EV024",""
"EV025",""
"リリーの日記",""
"チョコレの実験記録
魔力の集め方",""
"読んでみる",""
"リリーの魔力石",""
"いわ",""
" <enemy:145>",""
"瓦礫だ。
崩せるかもしれない。",""
"とらちゃん",""
"\n<ウィッチラミア>なんでまた来たの？
もう鍵は持っていると思うけど。",""
"\n<ウィッチラミア>そんなに私に食べられたいの？
くす♥
今度は負けないから。",""
"\n<リリー>何度やっても同じことよ。
\n[1]、やっておしまい！",""
"\n<ウィッチラミア>ようこそ。
アナタが来るのは聞いていたわ。",""
"\n<ウィッチラミア>私、ここの生活気に入ってるのよね。
本も読めるし、食べ物にも困らない。
研究とやらにも、少し興味あるし。",""
"\n<ウィッチラミア>だから、悪いけど食べちゃうね。
アナタのこと♥",""
"\n<リリー>淫魔が人間に飼われてるんじゃないわよ。
\n[1]、やっておしまい。",""
"\n<リリー>あの程度のやつに負けるわけないわよね。
さ、次いくわよ。",""
"ポップアップ有効化",""
"EV053",""
