"自動実行","自動実行"
"リリーチェイス","リリーチェイス"
"ーーーーー基本変更点ーーーーー",""
"リリー","Lily"
"\n<\n[3]>ちゅっ♥ちゅぅぅ♥
ほらぁ♥こうして欲しくて覗いてたんでしょ？
れろれろー♥","\n<\n[3]>ちゅっ♥ちゅぅぅ♥
ほらぁ♥こうして欲しくて覗いてたんでしょ？
れろれろー♥"
"\n<\n[3]>犯してほしかったんなら
素直に言いなさいよね。
じゅるるう♥れろぉぉ・・・♥","\n<\n[3]>犯してほしかったんなら
素直に言いなさいよね。
じゅるるう♥れろぉぉ・・・♥"
"\n<\n[3]>ほらぁ♥れろぉ♥
これされると力入らなくなるでしょ？
逃げなくていいのよ。じゅる♥","\n<\n[3]>ほらぁ♥れろぉ♥
これされると力入らなくなるでしょ？
逃げなくていいのよ。じゅる♥"
"\n<\n[3]>捕まえた♥
じゅるるるる♥れろぉ♥ちゅぅう♥
あはっ♥我慢汁の味♥","\n<\n[3]>捕まえた♥
じゅるるるる♥れろぉ♥ちゅぅう♥
あはっ♥我慢汁の味♥"
"\n<\n[3]>なぁに？
ペロペロされたら出ちゃう？
やめようか？れろれろれろ♥","\n<\n[3]>なぁに？
ペロペロされたら出ちゃう？
やめようか？れろれろれろ♥"
"\n<\n[3]>んっ♥
出た・・・♥
ちゅるるるる♥","\n<\n[3]>んっ♥
出た・・・♥
ちゅるるるる♥"
"掃除道具入れ","掃除道具入れ"
"もうめぼしい物はない。","もうめぼしい物はない。"
"炎","炎"
" <enemy:99><ch:1.5>"," <enemy:99><ch:1.5>"
"灯り 5 3 255 0.3",""
"\n<\n[1]>あっつ！！！","\n<\n[1]>あっつ！！！"
"変数203（ARGP攻撃種類）
1斬　2打撃　3水　4火　5雷
6誘惑　7食べ物
特殊206（個別攻撃種類）
1リンゴ　2皿　3卵",""
" <enemy:99><cw:1.5><ch:1.5>"," <enemy:99><cw:1.5><ch:1.5>"
"立体起動","立体起動"
"<enemy:99>","<enemy:99>"
"EV009","EV009"
"まずい・・・！逃げないと・・・！","まずい・・・！逃げないと・・・！"
"逃走開始","逃走開始"
"ヒント","ヒント"
"リリーとシィナに追われながら出口を目指しましょう。
水たまりを踏むとライムに捕まってしまいます。
精力が減った場合は深呼吸スキルやアイテムで回復できます。","リリーとシィナに追われながら出口を目指しましょう。
水たまりを踏むとライムに捕まってしまいます。
精力が減った場合は深呼吸スキルやアイテムで回復できます。"
"攻略を見る","攻略を見る"
"もう十分","もう十分"
"水たまりは一度踏むと消えます。
避けられないと思った場合は水たまりを無視して進みましょう。","水たまりは一度踏むと消えます。
避けられないと思った場合は水たまりを無視して進みましょう。"
"ライム","Lime"
"<TE:トラップライム>","<TE:トラップライム>"
"食糧庫ドア","食糧庫ドア"
"なんとか逃げ切った・・・","なんとか逃げ切った・・・"
"シィナ","Shina"
"\n<\n[3]>踏まれに来たんだろー？
おらおらおらぁー♥
にゃはははは♥","\n<\n[3]>踏まれに来たんだろー？
おらおらおらぁー♥
にゃはははは♥"
"\n<\n[3]>覗きは足コキの刑にゃん♥
ぐりぐりぐり♥
どーにゃ？もっと踏んでやろうかー？","\n<\n[3]>覗きは足コキの刑にゃん♥
ぐりぐりぐり♥
どーにゃ？もっと踏んでやろうかー？"
"\n<\n[3]>にゃは♥
踏んだらすぐ大人しくなるし♥
これがマゾの本能ってやつにゃぁ♥","\n<\n[3]>にゃは♥
踏んだらすぐ大人しくなるし♥
これがマゾの本能ってやつにゃぁ♥"
"\n<\n[3]>アタシのお風呂を邪魔するなんていい度胸にゃん。
精子抜きまくって入浴剤にしてやるし♥
にゃはははは！","\n<\n[3]>アタシのお風呂を邪魔するなんていい度胸にゃん。
精子抜きまくって入浴剤にしてやるし♥
にゃはははは！"
"\n<\n[3]>はぁ～？
もうイクにゃぁ？
じゃあトドメにゃ♥","\n<\n[3]>はぁ～？
もうイクにゃぁ？
じゃあトドメにゃ♥"
"\n<\n[3]>おらおらおらおらー♥","\n<\n[3]>おらおらおらおらー♥"
"\n<\n[3]>あーぁ。マジでイキやがったにゃ。
アタシまだ踏み足りないにゃぁ。
お前も踏まれ足りないだろー？","\n<\n[3]>あーぁ。マジでイキやがったにゃ。
アタシまだ踏み足りないにゃぁ。
お前も踏まれ足りないだろー？"
"EV044","EV044"
"EV045","EV045"
"EV046","EV046"
"痺れ罠","痺れ罠"
"\>\C[26]罠を回避した！","\>\C[26]罠を回避した！"
"\>\C[14]バネの罠を踏んでしまった！\C[0]","\>\C[14]バネの罠を踏んでしまった！\C[0]"
